100,100
101,84
102,69
103,7
104,82
105,73
106,84
107,40
108,97
109,64
110,12
111,40
112,-1
113,47
114,58
115,36
116,77
117,54
118,85
119,82
120,64
121,5
122,0
123,21
124,23
125,55
126,31
127,5
128,98
129,65
130,42
131,33
132,1
133,2
134,31
135,4
136,87
137,18
138,47
139,34
140,10
141,46
142,9
143,60
144,99
145,14
146,99
147,83
148,31
149,47
150,91
151,18
152,63
153,16
154,35
155,42
156,81
157,35
158,78
159,97
160,73
161,35
162,13
163,20
164,10
165,42
166,-1
167,82
168,50
169,9
170,12
171,82
172,19
173,56
174,4
175,67
176,82
177,43
178,72
179,69
180,38
181,29
182,77
183,-1
184,3
185,63
