100,75
101,88
102,46
103,61
104,71
105,63
106,74
107,85
108,26
109,0
110,80
111,82
112,16
113,25
114,54
115,52
116,35
117,58
118,36
119,38
120,44
121,93
122,17
123,25
124,54
125,7
126,82
127,61
128,71
129,83
130,91
131,32
132,48
133,14
134,95
135,1
136,34
137,51
138,35
139,49
140,41
141,50
142,68
143,90
144,71
145,43
146,25
147,80
148,28
149,72
150,15
151,93
152,20
153,33
154,47
155,24
156,73
157,74
158,65
159,22
160,46
161,95
162,92
163,80
164,42
165,58
166,45
167,74
168,-1
169,54
170,86
171,6
172,57
173,83
174,37
175,10
176,59
177,55
178,44
179,36
180,84
181,76
182,28
183,100
184,6
185,83
