500,-1
501,13
502,94
503,69
504,83
505,32
506,44
507,83
508,99
509,15
510,0
511,61
512,95
513,70
514,4
515,89
516,41
517,85
518,25
519,22
520,23
521,61
522,72
523,32
524,94
525,92
526,56
527,18
528,-1
529,41
530,19
531,92
532,25
533,92
534,52
535,79
536,96
537,65
538,67
539,0
540,31
541,56
542,82
543,51
544,24
545,18
546,27
547,1
548,17
549,72
550,96
551,-1
552,7
553,40
554,45
555,83
556,65
557,100
558,63
559,22
560,83
561,42
562,39
563,34
564,4
565,66
566,51
567,85
568,30
569,84
570,-1
571,86
572,3
573,91
574,22
575,61
576,66
577,35
578,55
579,71
580,73
581,87
582,11
583,27
584,89
585,89
586,23
587,77
588,24
