300,7
301,83
302,98
303,64
304,89
305,83
306,25
307,29
308,55
309,88
310,15
311,8
312,76
313,2
314,77
315,48
316,15
317,25
318,29
319,10
320,89
321,41
322,1
323,99
324,98
325,25
326,2
327,32
328,2
329,27
330,95
331,49
332,20
333,77
334,4
335,1
336,49
337,32
338,9
339,18
340,71
341,37
342,76
343,60
344,82
345,20
346,8
347,72
348,17
349,60
350,46
351,69
352,86
353,26
354,82
355,28
356,2
357,85
358,89
359,44
360,68
361,22
362,100
363,0
364,34
365,42
366,43
367,97
368,34
369,84
370,98
371,18
372,31
373,21
374,42
375,44
376,1
377,27
378,23
379,14
380,76
381,57
382,39
383,8
384,57
385,5
386,12
387,84
388,45
389,15
390,98
391,51
392,88
393,21
394,71
395,49
396,62
397,0
398,0
