300,92
301,51
302,48
303,19
304,0
305,4
306,79
307,86
308,41
309,81
310,67
311,94
312,10
313,54
314,24
315,22
316,90
317,98
318,31
319,40
320,27
321,39
322,51
323,96
324,23
325,55
326,90
327,98
328,73
329,12
330,0
331,71
332,24
333,72
334,3
335,0
336,4
337,33
338,5
339,40
340,5
341,18
342,61
343,33
344,2
345,47
346,66
347,37
348,6
349,46
350,57
351,95
352,55
353,98
354,54
355,91
356,40
357,84
358,57
359,49
360,19
361,27
362,58
363,63
364,43
365,82
366,77
367,83
368,98
369,76
370,84
371,90
372,88
373,80
374,82
375,24
376,73
377,8
378,51
379,86
380,71
381,38
382,58
383,55
384,20
385,19
386,89
387,54
388,50
389,32
390,27
391,33
392,73
393,81
394,88
395,12
396,73
397,18
398,6
