400,44
401,59
402,48
403,20
404,30
405,95
406,46
407,-1
408,67
409,19
410,32
411,66
412,74
413,83
414,10
415,31
416,74
417,92
418,77
419,4
420,46
421,10
422,4
423,10
424,58
425,53
426,3
427,30
428,77
429,51
430,100
431,94
432,80
433,75
434,42
435,7
436,54
437,81
438,1
439,31
440,17
441,48
442,27
443,0
444,13
445,78
446,18
447,96
448,6
449,47
450,18
451,46
452,10
453,14
454,44
455,28
456,81
457,19
458,8
459,5
460,22
461,99
462,75
463,65
464,52
465,55
466,84
467,51
468,77
469,6
470,26
471,58
472,27
473,76
474,70
475,50
476,78
477,90
478,97
479,32
480,87
481,61
482,29
