100,78
101,12
102,14
103,18
104,22
105,40
106,40
107,6
108,79
109,30
110,85
111,1
112,97
113,64
114,65
115,6
116,83
117,88
118,28
119,93
120,49
121,2
122,33
123,41
124,16
125,15
126,23
127,83
128,57
129,24
130,48
131,60
132,62
133,48
134,58
135,62
136,62
137,2
138,50
139,67
140,86
141,10
142,3
143,35
144,3
145,69
146,47
147,49
148,3
149,35
150,94
151,83
152,34
153,54
154,31
155,31
156,29
157,31
158,45
159,47
160,45
161,67
162,24
163,59
164,27
165,55
166,27
167,95
168,18
169,5
170,22
171,6
172,7
173,75
174,19
175,74
176,28
177,54
178,89
179,23
180,74
181,84
182,22
183,59
184,5
185,67
