400,22
401,3
402,41
403,43
404,52
405,28
406,86
407,25
408,40
409,99
410,10
411,79
412,63
413,59
414,95
415,5
416,92
417,24
418,57
419,7
420,15
421,19
422,40
423,16
424,97
425,41
426,25
427,82
428,93
429,89
430,22
431,60
432,56
433,3
434,93
435,48
436,83
437,73
438,77
439,14
440,96
441,28
442,32
443,93
444,6
445,36
446,61
447,63
448,69
449,33
450,45
451,77
452,2
453,20
454,92
455,84
456,50
457,55
458,72
459,28
460,20
461,53
462,23
463,61
464,14
465,50
466,38
467,55
468,94
469,1
470,58
471,33
472,24
473,22
474,77
475,92
476,8
477,85
478,52
479,71
480,77
481,51
482,64
