400,18
401,2
402,45
403,4
404,76
405,61
406,81
407,65
408,16
409,15
410,58
411,72
412,50
413,100
414,20
415,40
416,68
417,75
418,61
419,46
420,65
421,51
422,77
423,56
424,82
425,46
426,17
427,79
428,63
429,37
430,54
431,68
432,38
433,95
434,45
435,75
436,39
437,11
438,57
439,51
440,4
441,16
442,25
443,82
444,41
445,60
446,100
447,37
448,60
449,26
450,84
451,99
452,43
453,81
454,-1
455,56
456,19
457,71
458,66
459,89
460,86
461,29
462,40
463,73
464,83
465,81
466,4
467,34
468,39
469,43
470,76
471,31
472,8
473,55
474,50
475,39
476,57
477,35
478,8
479,82
480,44
481,47
482,24
