500,66
501,55
502,-1
503,99
504,53
505,7
506,53
507,45
508,51
509,34
510,67
511,45
512,24
513,70
514,8
515,94
516,48
517,52
518,56
519,29
520,53
521,20
522,18
523,84
524,86
525,31
526,55
527,41
528,28
529,45
530,54
531,41
532,80
533,46
534,39
535,10
536,24
537,52
538,53
539,16
540,35
541,60
542,4
543,60
544,11
545,13
546,81
547,93
548,81
549,92
550,66
551,53
552,15
553,66
554,63
555,90
556,92
557,70
558,92
559,56
560,50
561,0
562,47
563,11
564,33
565,13
566,73
567,12
568,30
569,75
570,40
571,27
572,88
573,43
574,2
575,47
576,45
577,85
578,69
579,64
580,85
581,65
582,72
583,18
584,65
585,80
586,27
587,35
588,92
