200,2
201,79
202,7
203,56
204,84
205,92
206,4
207,80
208,78
209,60
210,94
211,72
212,79
213,34
214,43
215,99
216,34
217,52
218,61
219,58
220,76
221,58
222,100
223,64
224,23
225,39
226,6
227,18
228,10
229,99
230,27
231,87
232,0
233,4
234,41
235,60
236,77
237,58
238,50
239,68
240,13
241,12
242,41
243,62
244,76
245,46
246,92
247,82
248,41
249,48
250,57
251,15
252,89
253,84
254,87
255,87
256,51
257,17
258,85
259,22
260,83
261,19
262,90
263,85
264,71
265,79
266,28
267,87
268,70
269,97
270,91
271,46
272,100
273,59
274,13
275,22
276,62
277,6
278,72
279,89
280,22
281,52
282,13
283,65
284,6
285,41
286,6
