300,22
301,34
302,77
303,98
304,49
305,97
306,48
307,84
308,54
309,41
310,4
311,15
312,74
313,41
314,96
315,98
316,8
317,15
318,64
319,89
320,87
321,59
322,24
323,80
324,99
325,46
326,30
327,10
328,50
329,71
330,0
331,86
332,24
333,43
334,46
335,73
336,67
337,68
338,42
339,11
340,42
341,-1
342,2
343,-1
344,89
345,89
346,29
347,46
348,36
349,37
350,16
351,36
352,62
353,27
354,9
355,67
356,61
357,44
358,16
359,100
360,81
361,71
362,71
363,68
364,27
365,68
366,84
367,42
368,99
369,5
370,69
371,7
372,85
373,15
374,69
375,7
376,36
377,96
378,88
379,62
380,41
381,12
382,67
383,91
384,69
385,55
386,52
387,64
388,96
389,28
390,16
391,45
392,13
393,57
394,69
395,53
396,90
397,53
398,70
