500,44
501,30
502,54
503,51
504,38
505,33
506,86
507,75
508,57
509,100
510,31
511,38
512,95
513,82
514,56
515,13
516,54
517,40
518,90
519,27
520,72
521,14
522,25
523,89
524,19
525,42
526,58
527,35
528,71
529,22
530,12
531,94
532,46
533,67
534,59
535,52
536,2
537,58
538,58
539,72
540,85
541,75
542,16
543,88
544,51
545,38
546,27
547,77
548,85
549,29
550,72
551,71
552,55
553,20
554,36
555,88
556,0
557,92
558,88
559,100
560,12
561,49
562,53
563,97
564,17
565,38
566,38
567,85
568,64
569,82
570,22
571,71
572,68
573,37
574,91
575,33
576,3
577,50
578,67
579,63
580,4
581,40
582,40
583,8
584,85
585,60
586,46
587,12
588,74
