100,15
101,32
102,68
103,63
104,95
105,20
106,42
107,61
108,64
109,98
110,67
111,33
112,15
113,7
114,38
115,4
116,11
117,60
118,46
119,88
120,69
121,88
122,49
123,32
124,78
125,38
126,53
127,1
128,7
129,0
130,43
131,83
132,95
133,15
134,35
135,84
136,79
137,57
138,20
139,7
140,46
141,99
142,77
143,39
144,20
145,42
146,37
147,83
148,11
149,48
150,31
151,47
152,54
153,67
154,6
155,80
156,93
157,61
158,78
159,77
160,43
161,78
162,15
163,17
164,53
165,20
166,65
167,10
168,98
169,16
170,81
171,30
172,34
173,92
174,88
175,16
176,33
177,9
178,71
179,57
180,22
181,100
182,91
183,85
184,67
185,41
