200,1
201,23
202,75
203,46
204,76
205,14
206,72
207,-1
208,63
209,60
210,68
211,48
212,100
213,69
214,53
215,2
216,20
217,69
218,56
219,88
220,51
221,78
222,81
223,9
224,52
225,38
226,33
227,25
228,9
229,87
230,76
231,55
232,60
233,38
234,31
235,93
236,22
237,61
238,86
239,44
240,76
241,31
242,53
243,55
244,81
245,80
246,32
247,85
248,76
249,44
250,-1
251,63
252,63
253,38
254,35
255,19
256,61
257,53
258,87
259,80
260,48
261,45
262,80
263,26
264,38
265,94
266,62
267,69
268,10
269,88
270,11
271,80
272,67
273,38
274,26
275,87
276,55
277,16
278,96
279,6
280,23
281,14
282,52
283,80
284,40
285,1
286,1
