400,26
401,51
402,31
403,75
404,14
405,84
406,98
407,8
408,25
409,44
410,82
411,24
412,29
413,72
414,96
415,75
416,72
417,28
418,7
419,55
420,12
421,41
422,5
423,0
424,86
425,0
426,23
427,10
428,86
429,6
430,48
431,13
432,54
433,51
434,21
435,64
436,13
437,13
438,67
439,99
440,59
441,55
442,57
443,18
444,87
445,16
446,97
447,1
448,52
449,48
450,26
451,88
452,74
453,78
454,12
455,41
456,45
457,60
458,4
459,9
460,56
461,88
462,97
463,43
464,38
465,82
466,19
467,95
468,98
469,96
470,56
471,59
472,42
473,71
474,77
475,52
476,31
477,55
478,74
479,35
480,62
481,61
482,93
