100,0
101,85
102,25
103,99
104,83
105,2
106,47
107,12
108,52
109,94
110,79
111,46
112,95
113,31
114,44
115,71
116,12
117,98
118,77
119,63
120,78
121,7
122,79
123,73
124,56
125,18
126,38
127,6
128,0
129,38
130,8
131,78
132,81
133,95
134,35
135,79
136,92
137,0
138,65
139,27
140,9
141,14
142,6
143,80
144,28
145,29
146,43
147,34
148,45
149,49
150,65
151,80
152,76
153,26
154,12
155,29
156,68
157,68
158,49
159,4
160,9
161,37
162,96
163,85
164,97
165,99
166,40
167,94
168,6
169,61
170,34
171,65
172,90
173,64
174,74
175,15
176,27
177,72
178,59
179,92
180,56
181,89
182,3
183,45
184,48
185,14
