400,10
401,73
402,44
403,86
404,12
405,60
406,4
407,55
408,81
409,66
410,64
411,100
412,43
413,86
414,78
415,0
416,20
417,47
418,41
419,50
420,34
421,48
422,55
423,29
424,100
425,7
426,12
427,5
428,90
429,61
430,78
431,51
432,57
433,48
434,100
435,9
436,61
437,8
438,60
439,46
440,44
441,29
442,40
443,12
444,44
445,9
446,33
447,68
448,80
449,4
450,9
451,51
452,24
453,8
454,14
455,32
456,92
457,85
458,86
459,88
460,-1
461,46
462,26
463,83
464,76
465,54
466,14
467,31
468,77
469,75
470,91
471,35
472,97
473,35
474,61
475,61
476,58
477,0
478,28
479,2
480,10
481,54
482,45
