100,9
101,8
102,6
103,67
104,13
105,93
106,20
107,49
108,33
109,4
110,23
111,30
112,5
113,11
114,51
115,5
116,37
117,72
118,58
119,20
120,57
121,74
122,50
123,30
124,98
125,4
126,93
127,56
128,58
129,17
130,100
131,65
132,34
133,83
134,9
135,42
136,87
137,14
138,6
139,40
140,90
141,54
142,93
143,38
144,76
145,19
146,41
147,67
148,63
149,2
150,8
151,52
152,69
153,32
154,74
155,81
156,37
157,79
158,86
159,25
160,66
161,45
162,99
163,7
164,66
165,7
166,15
167,81
168,53
169,74
170,88
171,12
172,-1
173,54
174,18
175,67
176,16
177,15
178,31
179,56
180,69
181,49
182,38
183,7
184,69
185,36
