300,11
301,37
302,89
303,59
304,97
305,87
306,33
307,32
308,20
309,70
310,68
311,39
312,47
313,74
314,74
315,86
316,67
317,65
318,60
319,2
320,35
321,77
322,52
323,56
324,88
325,46
326,12
327,21
328,13
329,11
330,57
331,38
332,30
333,59
334,68
335,68
336,4
337,37
338,65
339,2
340,19
341,18
342,76
343,49
344,15
345,24
346,79
347,55
348,83
349,30
350,2
351,77
352,79
353,64
354,77
355,94
356,90
357,25
358,81
359,49
360,35
361,33
362,92
363,5
364,15
365,38
366,11
367,10
368,-1
369,66
370,59
371,97
372,75
373,41
374,3
375,48
376,14
377,-1
378,89
379,2
380,59
381,54
382,21
383,49
384,61
385,69
386,100
387,90
388,78
389,93
390,7
391,69
392,5
393,91
394,88
395,25
396,50
397,59
398,61
